,DMA,scores,sd,count,Region,date
116,640,0.12,1.79,190,"Memphis, TN",6/27/2015 13:18
152,711,-2,NA,1,"Meridian, MS",6/27/2015 13:18
29,528,-0.04,2.23,656,"Miami-Ft. Lauderdale, FL",6/27/2015 13:18
96,617,0.44,2.13,259,"Milwaukee, WI",6/27/2015 13:18
94,613,0.39,1.8,287,"Minneapolis-St. Paul, MN",6/27/2015 13:18
143,687,0.23,0.83,13,"Minot-Bismarck-Dickinson(Williston), ND",6/27/2015 13:18
175,762,0.75,1.16,8,"Missoula, MT",6/27/2015 13:18
142,686,-0.05,1.7,95,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",6/27/2015 13:18
105,628,0.23,1.41,44,"Monroe, LA-El Dorado, AR",6/27/2015 13:18
198,828,0.19,1.85,77,"Monterey-Salinas, CA",6/27/2015 13:18
147,698,0.51,1.29,51,"Montgomery (Selma), AL",6/27/2015 13:18
130,659,0.27,1.84,244,"Nashville, TN",6/27/2015 13:18
99,622,0.12,2,319,"New Orleans, LA",6/27/2015 13:18
2,501,0.23,1.85,1783,"New York, NY",6/27/2015 13:18
45,544,-0.03,1.86,310,"Norfolk-Portsmouth-Newport News,VA",6/27/2015 13:18
162,740,0,0,2,"North Platte, NE",6/27/2015 13:18
109,633,0.19,2.07,42,"Odessa-Midland, TX",6/27/2015 13:18
124,650,0.24,1.81,200,"Oklahoma City, OK",6/27/2015 13:18
126,652,0.2,1.95,127,"Omaha, NE",6/27/2015 13:18
35,534,0.28,1.88,230,"Orlando-Daytona Beach-Melbourne, FL",6/27/2015 13:18
107,631,0.5,3.54,2,"Ottumwa, IA-Kirksville, MO",6/27/2015 13:18
108,632,0.73,1.27,11,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",6/27/2015 13:18
189,804,-0.15,1.65,82,"Palm Springs, CA",6/27/2015 13:18
127,656,0.36,1.43,11,"Panama City, FL",6/27/2015 13:18
82,597,-0.73,1.01,11,"Parkersburg, WV",6/27/2015 13:18
137,675,-0.16,2.36,19,"Peoria-Bloomington, IL",6/27/2015 13:18
5,504,0.13,1.64,785,"Philadelphia, PA",6/27/2015 13:18
167,753,0.37,2.3,611,"Phoenix, AZ",6/27/2015 13:18
9,508,0.37,2.03,166,"Pittsburgh, PA",6/27/2015 13:18
195,820,0.27,1.82,364,"Portland, OR",6/27/2015 13:18
1,500,0.26,3.28,43,"Portland-Auburn, ME",6/27/2015 13:18
22,521,0.09,2.02,116,"Providence, RI-New Bedford, MA",6/27/2015 13:18
154,717,1.75,2.71,8,"Quincy, IL-Hannibal, MO-Keokuk, IA",6/27/2015 13:18
60,560,0.39,1.84,333,"Raleigh-Durham (Fayetteville), NC",6/27/2015 13:18
176,764,-0.12,1.73,8,"Rapid City, SD",6/27/2015 13:18
192,811,0.02,2.25,66,"Reno, NV",6/27/2015 13:18
56,556,0.18,1.91,82,"Richmond-Petersburg, VA",6/27/2015 13:18
70,573,0.08,2.51,48,"Roanoke-Lynchburg, VA",6/27/2015 13:18
92,611,2.5,3.54,2,"Rochester, MN-Mason City, IA-Austin, MN",6/27/2015 13:18
39,538,0.74,1.63,19,"Rochester, NY",6/27/2015 13:18
91,610,0.5,1.64,42,"Rockford, IL",6/27/2015 13:18
201,862,0.29,2.07,448,"Sacramento-Stockton-Modesto, CA",6/27/2015 13:18
73,576,0,1.83,29,"Salisbury, MD",6/27/2015 13:18
180,770,0.53,2.43,230,"Salt Lake City, UT",6/27/2015 13:18
131,661,2,1.9,6,"San Angelo, TX",6/27/2015 13:18
117,641,0.06,1.92,445,"San Antonio, TX",6/27/2015 13:18
197,825,0.25,1.86,420,"San Diego, CA",6/27/2015 13:18
190,807,0.35,1.87,1279,"San Francisco-Oakland-San Jose, CA",6/27/2015 13:18
200,855,0.14,2.13,51,"Santa Barbara-Santa Maria-San Luis Obispo, CA",6/27/2015 13:18
8,507,-0.14,1.98,44,"Savannah, GA",6/27/2015 13:18
194,819,0.37,1.98,530,"Seattle-Tacoma, WA",6/27/2015 13:18
128,657,-0.07,1.33,28,"Sherman, TX-Ada, OK",6/27/2015 13:18
93,612,0.04,1.69,82,"Shreveport, LA",6/27/2015 13:18
101,624,0.06,1.73,18,"Sioux City, IA",6/27/2015 13:18
158,725,0.59,1.65,22,"Sioux Falls(Mitchell), SD",6/27/2015 13:18
79,588,0.38,1.72,56,"South Bend-Elkhart, IN",6/27/2015 13:18
204,881,0.15,1.85,54,"Spokane, WA",6/27/2015 13:18
98,619,0.13,0.92,15,"Springfield, MO",6/27/2015 13:18
44,543,0.34,1.67,58,"Springfield-Holyoke, MA",6/27/2015 13:18
114,638,-3,NA,1,"St. Joseph, MO",6/27/2015 13:18
90,609,0.24,2.16,180,"St. Louis, MO",6/27/2015 13:18
55,555,0.38,2.49,39,"Syracuse, NY",6/27/2015 13:18
31,530,0.47,1.5,49,"Tallahassee, FL-Thomasville, GA",6/27/2015 13:18
40,539,0.33,2.36,203,"Tampa-St Petersburg (Sarasota), FL",6/27/2015 13:18
75,581,0.32,2.91,19,"Terre Haute, IN",6/27/2015 13:18
48,547,0.29,1.87,122,"Toledo, OH",6/27/2015 13:18
88,605,0.37,1.29,35,"Topeka, KS",6/27/2015 13:18
41,540,2,4.97,12,"Traverse City-Cadillac, MI",6/27/2015 13:18
32,531,1,2.03,16,"Tri-Cities, TN-VA",6/27/2015 13:18
183,789,0.37,2.33,100,"Tucson (Sierra Vista), AZ",6/27/2015 13:18
135,671,0.14,1.63,72,"Tulsa, OK",6/27/2015 13:18
174,760,0.17,1.6,6,"Twin Falls, ID",6/27/2015 13:18
150,709,-0.09,1.71,44,"Tyler-Longview(Lufkin & Nacogdoches), TX",6/27/2015 13:18
27,526,0,0,4,"Utica, NY",6/27/2015 13:18
103,626,-0.75,1.5,4,"Victoria, TX",6/27/2015 13:18
102,625,0.35,2.15,114,"Waco-Temple-Bryan, TX",6/27/2015 13:18
12,511,0.11,2.16,523,"Washington, DC (Hagerstown, MD)",6/27/2015 13:18
50,549,1.67,2.08,3,"Watertown, NY",6/27/2015 13:18
149,705,1.5,2.12,2,"Wausau-Rhinelander, WI",6/27/2015 13:18
49,548,0.58,1.69,105,"West Palm Beach-Ft. Pierce, FL",6/27/2015 13:18
54,554,-0.17,1.99,24,"Wheeling, WV-Steubenville, OH",6/27/2015 13:18
104,627,-0.09,1.83,44,"Wichita Falls, TX & Lawton, OK",6/27/2015 13:18
139,678,0.2,1.69,97,"Wichita-Hutchinson, KS",6/27/2015 13:18
74,577,0.36,1.36,36,"Wilkes Barre-Scranton, PA",6/27/2015 13:18
51,550,1.3,3.3,10,"Wilmington, NC",6/27/2015 13:18
191,810,0.29,2.21,65,"Yakima-Pasco-Richland-Kennewick, WA",6/27/2015 13:18
37,536,-0.38,2.14,40,"Youngstown, OH",6/27/2015 13:18
181,771,0.33,1.69,42,"Yuma, AZ-El Centro, CA",6/27/2015 13:18
81,596,1.67,1.97,6,"Zanesville, OH",6/27/2015 13:18
131,662,0.79,2.08,14,"Abilene-Sweetwater, TX",6/28/2015 20:40
26,525,-0.21,1.63,14,"Albany, GA",6/28/2015 20:40
33,532,0.23,2.01,26,"Albany-Schenectady-Troy, NY",6/28/2015 20:40
179,790,0.43,1.4,61,"Albuquerque-Santa Fe, NM",6/28/2015 20:40
119,644,0.34,1.33,32,"Alexandria, LA",6/28/2015 20:40
77,583,1,1.73,3,"Alpena, MI",6/28/2015 20:40
110,634,-0.43,1.65,23,"Amarillo, TX",6/28/2015 20:40
25,524,0.14,1.97,757,"Atlanta, GA",6/28/2015 20:40
21,520,0.36,2.43,64,"Augusta, GA",6/28/2015 20:40
111,635,0.12,2.18,286,"Austin, TX",6/28/2015 20:40
180,800,-0.28,2.11,53,"Bakersfield, CA",6/28/2015 20:40
13,512,-0.02,2.1,430,"Baltimore, MD",6/28/2015 20:40
38,537,1.5,2.12,2,"Bangor, ME",6/28/2015 20:40
151,716,0.12,2.01,320,"Baton Rouge, LA",6/28/2015 20:40
144,692,-0.33,2.25,138,"Beaumont-Port Arthur, TX",6/28/2015 20:40
191,821,1.25,2.99,4,"Bend, OR",6/28/2015 20:40
166,756,1,1.41,2,"Billings, MT",6/28/2015 20:40
160,746,0.14,1.99,42,"Biloxi-Gulfport, MS",6/28/2015 20:40
3,502,1.33,1.53,3,"Binghamton, NY",6/28/2015 20:40
106,630,0.07,2.02,243,"Birmingham, AL",6/28/2015 20:40
59,559,0,0,2,"Bluefield-Beckley-Oak Hill, WV",6/28/2015 20:40
167,757,0.88,2.62,17,"Boise, ID",6/28/2015 20:40
7,506,-0.07,2.29,322,"Boston, MA-Manchester, NH",6/28/2015 20:40
158,736,0.35,1.11,23,"Bowling Green, KY",6/28/2015 20:40
15,514,0.06,2.34,187,"Buffalo, NY",6/28/2015 20:40
24,523,0.86,1.21,7,"Burlington, VT-Plattsburgh, NY",6/28/2015 20:40
174,767,0,0,3,"Casper-Riverton, WY",6/28/2015 20:40
113,637,0.1,1.74,20,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",6/28/2015 20:40
121,648,0.07,2.16,91,"Champaign & Springfield-Decatur,IL",6/28/2015 20:40
20,519,-0.01,2.59,74,"Charleston, SC",6/28/2015 20:40
63,564,0.15,3.02,13,"Charleston-Huntington, WV",6/28/2015 20:40
18,517,-0.01,2.07,444,"Charlotte, NC",6/28/2015 20:40
78,584,1.67,2.89,3,"Charlottesville, VA",6/28/2015 20:40
72,575,0.26,1.53,65,"Chattanooga, TN",6/28/2015 20:40
169,759,-0.2,2.57,10,"Cheyenne, WY-Scottsbluff, NE",6/28/2015 20:40
85,602,0.05,2.21,1144,"Chicago, IL",6/28/2015 20:40
198,868,0.25,1.42,12,"Chico-Redding, CA",6/28/2015 20:40
16,515,-0.1,2.31,144,"Cincinnati, OH",6/28/2015 20:40
83,598,0.12,0.35,8,"Clarksburg-Weston, WV",6/28/2015 20:40
11,510,0.05,2.24,797,"Cleveland-Akron (Canton), OH",6/28/2015 20:40
163,752,-0.62,3.56,40,"Colorado Springs-Pueblo, CO",6/28/2015 20:40
47,546,-0.23,2.06,64,"Columbia, SC",6/28/2015 20:40
87,604,-0.82,1.83,11,"Columbia-Jefferson City, MO",6/28/2015 20:40
23,522,0.08,2.06,76,"Columbus, GA",6/28/2015 20:40
36,535,0.18,2.11,325,"Columbus, OH",6/28/2015 20:40
135,673,0,2.64,37,"Columbus-Tupelo-West Point, MS",6/28/2015 20:40
84,600,-0.16,1.67,91,"Corpus Christi, TX",6/28/2015 20:40
100,623,-0.01,1.89,1877,"Dallas-Ft. Worth, TX",6/28/2015 20:40
140,682,0.79,1.81,39,"Davenport,IA-Rock Island-Moline,IL",6/28/2015 20:40
43,542,-0.02,1.68,92,"Dayton, OH",6/28/2015 20:40
162,751,0.15,1.88,132,"Denver, CO",6/28/2015 20:40
139,679,-0.06,2.5,66,"Des Moines-Ames, IA",6/28/2015 20:40
6,505,-0.07,2.18,719,"Detroit, MI",6/28/2015 20:40
89,606,0,0.45,11,"Dothan, AL",6/28/2015 20:40
137,676,-0.5,1.43,10,"Duluth, MN-Superior, WI",6/28/2015 20:40
172,765,0.25,1.38,57,"El Paso, TX",6/28/2015 20:40
64,565,0,2.21,10,"Elmira, NY",6/28/2015 20:40
17,516,0.4,3.22,30,"Erie, PA",6/28/2015 20:40
181,801,1.12,2.38,24,"Eugene, OR",6/28/2015 20:40
182,802,-2,2.83,2,"Eureka, CA",6/28/2015 20:40
122,649,-1.37,5.96,35,"Evansville, IN",6/28/2015 20:40
155,724,0.06,1.85,17,"Fargo-Valley City, ND",6/28/2015 20:40
14,513,0.2,1.52,71,"Flint-Saginaw-Bay City, MI",6/28/2015 20:40
68,570,0.13,1.79,134,"Florence-Myrtle Beach, SC",6/28/2015 20:40
197,866,0.17,1.98,149,"Fresno-Visalia, CA",6/28/2015 20:40
69,571,0.3,2.45,50,"Ft. Myers-Naples, FL",6/28/2015 20:40
133,670,-0.07,2.5,14,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",6/28/2015 20:40
10,509,0.2,1.78,55,"Ft. Wayne, IN",6/28/2015 20:40
80,592,0.06,1.98,18,"Gainesville, FL",6/28/2015 20:40
177,773,3,NA,1,"Grand Junction-Montrose, CO",6/28/2015 20:40
62,563,0.19,2.47,78,"Grand Rapids-Kalamazoo-Battle Creek, MI",6/28/2015 20:40
165,755,1,3.16,4,"Great Falls, MT",6/28/2015 20:40
128,658,0.25,2.1,20,"Green Bay-Appleton, WI",6/28/2015 20:40
19,518,-0.07,2.23,295,"Greensboro-High Point-Winston Salem, NC",6/28/2015 20:40
46,545,-0.37,2.42,46,"Greenville-New Bern-Washington, NC",6/28/2015 20:40
66,567,-0.12,1.69,91,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",6/28/2015 20:40
120,647,-0.5,1.73,12,"Greenwood-Greenville, MS",6/28/2015 20:40
112,636,0.27,2.1,99,"Harlingen-Weslaco-Brownsville-McAllen, TX",6/28/2015 20:40
65,566,0.74,2.13,42,"Harrisburg-Lancaster-Lebanon-York, PA",6/28/2015 20:40
67,569,0.17,0.99,18,"Harrisonburg, VA",6/28/2015 20:40
34,533,0.13,1.9,191,"Hartford & New Haven, CT",6/28/2015 20:40
150,710,-0.63,4,19,"Hattiesburg-Laurel, MS",6/28/2015 20:40
173,766,2,NA,1,"Helena, MT",6/28/2015 20:40
97,618,-0.03,2.24,1557,"Houston, TX",6/28/2015 20:40
143,691,0.02,2.3,115,"Huntsville-Decatur (Florence), AL",6/28/2015 20:40
168,758,0.27,1.27,11,"Idaho Falls-Pocatello, ID",6/28/2015 20:40
28,527,0.03,2.09,421,"Indianapolis, IN",6/28/2015 20:40
153,718,-0.53,2.13,154,"Jackson, MS",6/28/2015 20:40
114,639,-0.62,2.28,16,"Jackson, TN",6/28/2015 20:40
61,561,0.83,1.58,30,"Jacksonville, FL",6/28/2015 20:40
71,574,-0.08,1.28,24,"Johnstown-Altoona, PA",6/28/2015 20:40
157,734,1,1.29,7,"Jonesboro, AR",6/28/2015 20:40
86,603,0.73,2.87,11,"Joplin, MO-Pittsburg, KS",6/28/2015 20:40
95,616,0.15,2.33,194,"Kansas City, MO",6/28/2015 20:40
57,557,0.55,1.45,56,"Knoxville, TN",6/28/2015 20:40
147,702,0.44,1.88,9,"La Crosse-Eau Claire, WI",6/28/2015 20:40
76,582,0.12,2.3,8,"Lafayette, IN",6/28/2015 20:40
117,642,0.25,2.18,113,"Lafayette, LA",6/28/2015 20:40
118,643,0,2.45,21,"Lake Charles, LA",6/28/2015 20:40
52,551,-0.35,2.09,62,"Lansing, MI",6/28/2015 20:40
161,749,-0.2,0.45,5,"Laredo, TX",6/28/2015 20:40
194,839,0.44,2.19,141,"Las Vegas, NV",6/28/2015 20:40
42,541,0.08,2.3,48,"Lexington, KY",6/28/2015 20:40
58,558,0.67,1.21,6,"Lima, OH",6/28/2015 20:40
154,722,0.35,1.76,40,"Lincoln & Hastings-Kearney, NE",6/28/2015 20:40
145,693,0.03,1.98,157,"Little Rock-Pine Bluff, AR",6/28/2015 20:40
183,803,0.15,2.11,2022,"Los Angeles, CA",6/28/2015 20:40
30,529,-0.02,2.07,116,"Louisville, KY",6/28/2015 20:40
124,651,0.39,1,33,"Lubbock, TX",6/28/2015 20:40
4,503,0.15,2.17,88,"Macon, GA",6/28/2015 20:40
132,669,0.94,2.02,16,"Madison, WI",6/28/2015 20:40
159,737,0,0,2,"Mankato, MN",6/28/2015 20:40
53,553,-1,NA,1,"Marquette, MI",6/28/2015 20:40
188,813,0.4,1.51,10,"Medford-Klamath Falls, OR",6/28/2015 20:40
115,640,-0.16,2.24,406,"Memphis, TN",6/28/2015 20:40
29,528,0.1,1.95,632,"Miami-Ft. Lauderdale, FL",6/28/2015 20:40
96,617,0.16,2.42,197,"Milwaukee, WI",6/28/2015 20:40
94,613,0.16,2.07,189,"Minneapolis-St. Paul, MN",6/28/2015 20:40
142,687,-0.2,0.45,5,"Minot-Bismarck-Dickinson(Williston), ND",6/28/2015 20:40
170,762,3,4.24,4,"Missoula, MT",6/28/2015 20:40
141,686,0.23,1.63,119,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",6/28/2015 20:40
105,628,0.04,1.44,73,"Monroe, LA-El Dorado, AR",6/28/2015 20:40
193,828,-0.09,1.68,47,"Monterey-Salinas, CA",6/28/2015 20:40
146,698,-0.57,3.14,68,"Montgomery (Selma), AL",6/28/2015 20:40
129,659,0.1,2.12,311,"Nashville, TN",6/28/2015 20:40
99,622,0.07,1.91,583,"New Orleans, LA",6/28/2015 20:40
2,501,0.16,2.09,1509,"New York, NY",6/28/2015 20:40
45,544,0.09,2.07,581,"Norfolk-Portsmouth-Newport News,VA",6/28/2015 20:40
109,633,-0.05,2.48,41,"Odessa-Midland, TX",6/28/2015 20:40
123,650,0.26,1.83,171,"Oklahoma City, OK",6/28/2015 20:40
125,652,0.06,1.95,83,"Omaha, NE",6/28/2015 20:40
35,534,0.34,1.81,273,"Orlando-Daytona Beach-Melbourne, FL",6/28/2015 20:40
107,631,2,NA,1,"Ottumwa, IA-Kirksville, MO",6/28/2015 20:40
108,632,0.81,1.63,21,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",6/28/2015 20:40
184,804,0.47,1.81,38,"Palm Springs, CA",6/28/2015 20:40
126,656,-0.39,1.97,28,"Panama City, FL",6/28/2015 20:40
82,597,-0.5,0.84,6,"Parkersburg, WV",6/28/2015 20:40
136,675,0.08,2.11,12,"Peoria-Bloomington, IL",6/28/2015 20:40
5,504,0.04,1.99,1042,"Philadelphia, PA",6/28/2015 20:40
164,753,0.2,2.18,300,"Phoenix, AZ",6/28/2015 20:40
9,508,0.1,1.49,115,"Pittsburgh, PA",6/28/2015 20:40
190,820,0.19,1.95,150,"Portland, OR",6/28/2015 20:40
1,500,0.14,0.9,7,"Portland-Auburn, ME",6/28/2015 20:40
22,521,0.2,2.13,104,"Providence, RI-New Bedford, MA",6/28/2015 20:40
152,717,-0.5,0.71,2,"Quincy, IL-Hannibal, MO-Keokuk, IA",6/28/2015 20:40
60,560,-0.09,2,414,"Raleigh-Durham (Fayetteville), NC",6/28/2015 20:40
171,764,1.29,1.7,7,"Rapid City, SD",6/28/2015 20:40
187,811,-0.35,1.94,49,"Reno, NV",6/28/2015 20:40
56,556,0.1,2.01,115,"Richmond-Petersburg, VA",6/28/2015 20:40
70,573,0.01,1.74,74,"Roanoke-Lynchburg, VA",6/28/2015 20:40
92,611,0,NA,1,"Rochester, MN-Mason City, IA-Austin, MN",6/28/2015 20:40
39,538,0,1.89,10,"Rochester, NY",6/28/2015 20:40
91,610,0.49,2.41,37,"Rockford, IL",6/28/2015 20:40
196,862,0.41,2.09,247,"Sacramento-Stockton-Modesto, CA",6/28/2015 20:40
73,576,-0.15,2.17,33,"Salisbury, MD",6/28/2015 20:40
175,770,0.49,2.19,142,"Salt Lake City, UT",6/28/2015 20:40
130,661,0.57,2.77,14,"San Angelo, TX",6/28/2015 20:40
116,641,0.16,1.86,393,"San Antonio, TX",6/28/2015 20:40
192,825,0.2,2.02,286,"San Diego, CA",6/28/2015 20:40
185,807,0.14,1.96,613,"San Francisco-Oakland-San Jose, CA",6/28/2015 20:40
195,855,0.62,2.22,16,"Santa Barbara-Santa Maria-San Luis Obispo, CA",6/28/2015 20:40
8,507,-0.33,1.78,114,"Savannah, GA",6/28/2015 20:40
189,819,0.08,2.11,229,"Seattle-Tacoma, WA",6/28/2015 20:40
127,657,0.88,0.99,8,"Sherman, TX-Ada, OK",6/28/2015 20:40
93,612,-0.08,2.37,137,"Shreveport, LA",6/28/2015 20:40
101,624,0.1,1.21,20,"Sioux City, IA",6/28/2015 20:40
156,725,0.48,1.5,23,"Sioux Falls(Mitchell), SD",6/28/2015 20:40
79,588,0.22,1.84,55,"South Bend-Elkhart, IN",6/28/2015 20:40
199,881,-0.38,3.03,24,"Spokane, WA",6/28/2015 20:40
98,619,-0.62,2.02,13,"Springfield, MO",6/28/2015 20:40
44,543,0.1,2.14,80,"Springfield-Holyoke, MA",6/28/2015 20:40
90,609,-0.3,1.81,107,"St. Louis, MO",6/28/2015 20:40
55,555,-0.51,2.31,65,"Syracuse, NY",6/28/2015 20:40
31,530,-0.03,2.13,148,"Tallahassee, FL-Thomasville, GA",6/28/2015 20:40
40,539,-0.22,1.77,169,"Tampa-St Petersburg (Sarasota), FL",6/28/2015 20:40
75,581,0,0,8,"Terre Haute, IN",6/28/2015 20:40
48,547,0.15,1.77,102,"Toledo, OH",6/28/2015 20:40
88,605,0.88,2.31,16,"Topeka, KS",6/28/2015 20:40
41,540,0,NA,1,"Traverse City-Cadillac, MI",6/28/2015 20:40
32,531,-0.17,2.18,18,"Tri-Cities, TN-VA",6/28/2015 20:40
178,789,-0.28,2.29,76,"Tucson (Sierra Vista), AZ",6/28/2015 20:40
134,671,0.17,1.7,99,"Tulsa, OK",6/28/2015 20:40
149,709,0.34,1.59,41,"Tyler-Longview(Lufkin & Nacogdoches), TX",6/28/2015 20:40
27,526,-0.89,1.96,9,"Utica, NY",6/28/2015 20:40
103,626,-0.3,2.11,10,"Victoria, TX",6/28/2015 20:40
102,625,-0.05,1.88,172,"Waco-Temple-Bryan, TX",6/28/2015 20:40
12,511,0.05,2.21,632,"Washington, DC (Hagerstown, MD)",6/28/2015 20:40
50,549,-0.8,1.1,5,"Watertown, NY",6/28/2015 20:40
148,705,3,NA,1,"Wausau-Rhinelander, WI",6/28/2015 20:40
49,548,0.12,1.97,151,"West Palm Beach-Ft. Pierce, FL",6/28/2015 20:40
54,554,0,1.9,6,"Wheeling, WV-Steubenville, OH",6/28/2015 20:40
104,627,-0.38,2.45,39,"Wichita Falls, TX & Lawton, OK",6/28/2015 20:40
138,678,0.18,2.3,100,"Wichita-Hutchinson, KS",6/28/2015 20:40
74,577,0.04,2.26,25,"Wilkes Barre-Scranton, PA",6/28/2015 20:40
51,550,0.4,0.89,5,"Wilmington, NC",6/28/2015 20:40
186,810,0.64,2.68,39,"Yakima-Pasco-Richland-Kennewick, WA",6/28/2015 20:40
37,536,-0.13,1.99,52,"Youngstown, OH",6/28/2015 20:40
176,771,0.08,0.86,13,"Yuma, AZ-El Centro, CA",6/28/2015 20:40
81,596,0,1.41,2,"Zanesville, OH",6/28/2015 20:40
130,662,-0.36,0.67,11,"Abilene-Sweetwater, TX",6/29/2015 14:05
26,525,-0.73,2.52,15,"Albany, GA",6/29/2015 14:05
33,532,0.49,2.28,51,"Albany-Schenectady-Troy, NY",6/29/2015 14:05
181,790,-0.16,2.49,99,"Albuquerque-Santa Fe, NM",6/29/2015 14:05
118,644,-0.8,2.31,15,"Alexandria, LA",6/29/2015 14:05
76,583,-2,NA,1,"Alpena, MI",6/29/2015 14:05
109,634,0.07,1.73,27,"Amarillo, TX",6/29/2015 14:05
25,524,0.09,2,438,"Atlanta, GA",6/29/2015 14:05
21,520,-0.52,2.59,33,"Augusta, GA",6/29/2015 14:05
110,635,0.13,1.71,353,"Austin, TX",6/29/2015 14:05
182,800,-0.25,2.09,105,"Bakersfield, CA",6/29/2015 14:05
13,512,-0.03,2.42,178,"Baltimore, MD",6/29/2015 14:05
38,537,0,0.76,15,"Bangor, ME",6/29/2015 14:05
151,716,-0.29,1.8,142,"Baton Rouge, LA",6/29/2015 14:05
143,692,0.57,2.03,74,"Beaumont-Port Arthur, TX",6/29/2015 14:05
193,821,-0.22,1.3,9,"Bend, OR",6/29/2015 14:05
168,756,0.67,1.15,3,"Billings, MT",6/29/2015 14:05
161,746,-0.15,1.26,26,"Biloxi-Gulfport, MS",6/29/2015 14:05
3,502,0.5,1,4,"Binghamton, NY",6/29/2015 14:05
105,630,-0.02,1.6,109,"Birmingham, AL",6/29/2015 14:05
169,757,0.19,1.02,26,"Boise, ID",6/29/2015 14:05
7,506,0.31,1.78,447,"Boston, MA-Manchester, NH",6/29/2015 14:05
158,736,-0.5,1.22,6,"Bowling Green, KY",6/29/2015 14:05
15,514,0.29,1.77,106,"Buffalo, NY",6/29/2015 14:05
24,523,0.47,2.7,17,"Burlington, VT-Plattsburgh, NY",6/29/2015 14:05
166,754,-0.33,0.71,9,"Butte-Bozeman, MT",6/29/2015 14:05
176,767,-2,NA,1,"Casper-Riverton, WY",6/29/2015 14:05
112,637,0.56,1.84,55,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",6/29/2015 14:05
120,648,0.06,1.33,63,"Champaign & Springfield-Decatur,IL",6/29/2015 14:05
20,519,0.3,1.77,44,"Charleston, SC",6/29/2015 14:05
62,564,0.38,2.18,37,"Charleston-Huntington, WV",6/29/2015 14:05
18,517,-0.03,1.94,313,"Charlotte, NC",6/29/2015 14:05
77,584,1.11,1.96,9,"Charlottesville, VA",6/29/2015 14:05
71,575,0.05,1.62,39,"Chattanooga, TN",6/29/2015 14:05
171,759,2.33,2.08,3,"Cheyenne, WY-Scottsbluff, NE",6/29/2015 14:05
84,602,0.11,1.86,1270,"Chicago, IL",6/29/2015 14:05
200,868,1.09,2.07,33,"Chico-Redding, CA",6/29/2015 14:05
16,515,0.25,2.11,159,"Cincinnati, OH",6/29/2015 14:05
82,598,0,0,5,"Clarksburg-Weston, WV",6/29/2015 14:05
11,510,0.01,1.96,508,"Cleveland-Akron (Canton), OH",6/29/2015 14:05
164,752,0.25,2.09,59,"Colorado Springs-Pueblo, CO",6/29/2015 14:05
47,546,-0.52,2.93,33,"Columbia, SC",6/29/2015 14:05
86,604,0.5,1.91,4,"Columbia-Jefferson City, MO",6/29/2015 14:05
23,522,0.59,2.15,39,"Columbus, GA",6/29/2015 14:05
36,535,0.14,1.86,282,"Columbus, OH",6/29/2015 14:05
134,673,-0.3,0.95,10,"Columbus-Tupelo-West Point, MS",6/29/2015 14:05
83,600,0.19,1.75,130,"Corpus Christi, TX",6/29/2015 14:05
99,623,0.04,1.96,1255,"Dallas-Ft. Worth, TX",6/29/2015 14:05
139,682,0.26,1.98,35,"Davenport,IA-Rock Island-Moline,IL",6/29/2015 14:05
43,542,0.13,1.65,75,"Dayton, OH",6/29/2015 14:05
163,751,0.29,1.65,289,"Denver, CO",6/29/2015 14:05
138,679,-0.11,2.02,75,"Des Moines-Ames, IA",6/29/2015 14:05
6,505,0.09,2.05,486,"Detroit, MI",6/29/2015 14:05
88,606,-0.4,0.89,5,"Dothan, AL",6/29/2015 14:05
136,676,-0.15,1.77,13,"Duluth, MN-Superior, WI",6/29/2015 14:05
175,765,0.25,1.8,68,"El Paso, TX",6/29/2015 14:05
63,565,0,1.15,7,"Elmira, NY",6/29/2015 14:05
17,516,-0.04,2.99,26,"Erie, PA",6/29/2015 14:05
183,801,0.41,2.29,39,"Eugene, OR",6/29/2015 14:05
184,802,3,NA,1,"Eureka, CA",6/29/2015 14:05
121,649,-0.55,1.74,22,"Evansville, IN",6/29/2015 14:05
155,724,0.39,2.07,36,"Fargo-Valley City, ND",6/29/2015 14:05
14,513,-0.43,2.53,69,"Flint-Saginaw-Bay City, MI",6/29/2015 14:05
67,570,1.05,2.5,82,"Florence-Myrtle Beach, SC",6/29/2015 14:05
199,866,-0.18,2.17,164,"Fresno-Visalia, CA",6/29/2015 14:05
68,571,0.24,1.06,29,"Ft. Myers-Naples, FL",6/29/2015 14:05
132,670,0.07,1.12,28,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",6/29/2015 14:05
10,509,0.41,1.82,39,"Ft. Wayne, IN",6/29/2015 14:05
79,592,0.12,2.01,24,"Gainesville, FL",6/29/2015 14:05
179,773,0,NA,1,"Grand Junction-Montrose, CO",6/29/2015 14:05
61,563,0.15,1.59,125,"Grand Rapids-Kalamazoo-Battle Creek, MI",6/29/2015 14:05
